,plastic,paper
0,8.717948717948717,8.923076923076923
1,8.76923076923077,9.974358974358974
2,8.179487179487179,8.58974358974359
3,9.333333333333334,9.897435897435898
4,8.666666666666666,9.974358974358974
5,10.102564102564102,10.923076923076923
6,9.179487179487179,8.41025641025641
7,9.846153846153847,9.025641025641026
8,9.23076923076923,10.35897435897436
9,8.820512820512821,10.102564102564102
10,7.589743589743589,9.794871794871796
11,7.6923076923076925,9.333333333333334
12,9.794871794871796,9.435897435897436
13,8.102564102564102,9.692307692307692
14,8.35897435897436,9.128205128205128
15,9.487179487179487,8.794871794871796
16,8.205128205128204,8.0
17,10.923076923076923,8.974358974358974
18,9.564102564102564,9.179487179487179
19,8.256410256410257,9.23076923076923
20,11.128205128205128,7.948717948717949
21,8.974358974358974,10.307692307692308
22,9.487179487179487,10.205128205128204
23,8.512820512820513,9.794871794871796
24,11.0,8.564102564102564
25,9.384615384615385,8.512820512820513
26,10.615384615384615,11.128205128205128
27,9.487179487179487,8.512820512820513
28,10.41025641025641,10.0
29,9.538461538461538,10.923076923076923
30,10.820512820512821,10.256410256410257
31,10.461538461538462,8.0
32,8.461538461538462,8.974358974358974
33,9.384615384615385,8.102564102564102
34,10.76923076923077,11.282051282051283
35,10.820512820512821,9.076923076923077
36,11.64102564102564,10.205128205128204
37,9.128205128205128,6.82051282051282
38,11.384615384615385,11.23076923076923
39,11.846153846153847,7.897435897435898
40,9.435897435897436,7.589743589743589
41,8.666666666666666,12.0
42,9.076923076923077,9.948717948717949
43,9.128205128205128,9.58974358974359
44,8.564102564102564,11.025641025641026
45,8.564102564102564,11.179487179487179
46,11.538461538461538,8.666666666666666
47,11.435897435897436,10.564102564102564
48,6.717948717948718,9.23076923076923
49,8.666666666666666,11.282051282051283
